# time totalContactTime
1251.3000 35806.6000
1252.4000 35812.1000
1253.5000 35817.6000
1254.6000 35823.1000
1255.7000 35828.6000
1256.8000 35834.1000
1257.9000 35839.6000
1259.0000 35845.1000
1260.1000 35850.6000
1261.2000 35856.1000
1262.3000 35861.6000
1263.4000 35867.1000
1264.5000 35872.6000
1265.6000 35878.1000
1266.7000 35882.5000
1267.8000 35886.9000
1268.9000 35891.3000
1270.0000 35895.7000
1271.1000 35900.1000
1272.2000 35904.5000
1273.3000 35908.9000
1274.4000 35913.3000
1275.5000 35917.7000
1276.6000 35922.1000
1277.7000 35926.5000
1278.8000 35930.9000
1279.9000 35935.3000
1281.0000 35939.7000
1282.1000 35944.1000
1283.2000 35948.5000
1284.3000 35952.9000
1285.4000 35957.3000
1286.5000 35961.7000
1287.6000 35966.1000
1288.7000 35970.5000
